urun_id,urun_ad,urun_url,urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü,ekran_ekran_çözünürlüğü_standardı,ekran_piksel_yoğunluğu,ekran_ekran_yenileme_hızı,ekran_ekran_oranı_aspect_ratio,ekran_ekran_alanı,ekran_ekran_özellikleri,ekran_ekran_dayanıklılığı,ekran_renk_sayısı,ekran_ekran___gövde_oranı,batarya_batarya_kapasitesi_tipik,batarya_batarya_kapasitesi_notu,batarya_video_oynatma,batarya_video_oynatma_notu,batarya_şarj,batarya_batarya_teknolojisi,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_hızlı_şarj_özellikleri,batarya_kablosuz_şarj,batarya_kablosuz_şarj_özellikleri,batarya_değişir_batarya,batarya_batarya_özellikleri,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_ois_özelliği,kamera_kamera_özellikleri,kamera_flaş,kamera_diyafram_açıklığı,kamera_kayıpsız_yakınlaştırma,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_video_kayıt_özellikleri,kamera_video_kayıt_seçenekleri,kamera_ağır_çekim_kayıt_seçenekleri,kamera_i̇kinci_arka_kamera,kamera_i̇kinci_arka_kamera_çözünürlüğü,kamera_i̇kinci_arka_kamera_diyafram,kamera_i̇kinci_arka_kamera_özellikleri,kamera_üçüncü_arka_kamera,kamera_üçüncü_arka_kamera_çözünürlüğü,kamera_üçüncü_arka_kamera_diyafram,kamera_üçüncü_arka_kamera_özellikleri,kamera_ön_kamera_çözünürlüğü,kamera_ön_kamera_video_çözünürlüğü,kamera_ön_kamera_fps_değeri,kamera_ön_kamera_diyafram_açıklığı,kamera_ön_kamera_özellikleri,temel_donanim_yonga_seti_chipset,temel_donanim_cpu_frekansı,temel_donanim_cpu_çekirdeği,temel_donanim_ana_i̇şlemci_cpu,temel_donanim_1._yardımcı_i̇şlemci,temel_donanim_i̇şlemci_mimarisi,temel_donanim_grafik_i̇şlemcisi_gpu,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_geekbench_6_single_core,temel_donanim_geekbench_6_multi_core,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,temel_donanim_hafıza_kartı_desteği,temel_donanim_diğer_hafıza_seçenekleri,tasarim_boy,tasarim_en,tasarim_kalınlık,tasarim_ağırlık,tasarim_renk_seçenekleri,tasarim_gövde_malzemesi_kapak,tasarim_gövde_malzemesi_çerçeve,ağ_bağlantilari_2g,ağ_bağlantilari_3g,ağ_bağlantilari_4g,ağ_bağlantilari_4g_özellikleri,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_5g,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi_versiyonu,kablosuz_bağlantilar_wi_fi_kanalları,kablosuz_bağlantilar_wi_fi_özellikleri,kablosuz_bağlantilar_nfc,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_kızılötesi,kablosuz_bağlantilar_navigasyon_özellikleri,çoklu_ortam_radyo,çoklu_ortam_hoparlör_özellikleri,çoklu_ortam_ses_çıkışı,özelli̇kler_suya_dayanıklılık,özelli̇kler_suya_dayanıklılık_seviyesi,özelli̇kler_toza_dayanıklılık,özelli̇kler_toza_dayanıklılık_seviyesi,özelli̇kler_görüntülü_konuşma_uygulama,özelli̇kler_sensörler,özelli̇kler_parmak_izi_okuyucu,özelli̇kler_bildirim_işığı_led,özelli̇kler_sar_değeri_10g_baş,özelli̇kler_sar_değeri_10g_vücut,özelli̇kler_servis_ve_uygulamalar,özelli̇kler_kutu_i̇çeriği,di̇ğer_bağlantilar_usb_versiyonu,di̇ğer_bağlantilar_usb_bağlantı_tipi,di̇ğer_bağlantilar_usb_özellikleri,di̇ğer_bağlantilar_hat_sayısı,di̇ğer_bağlantilar_çift_hat_özelliği,di̇ğer_bağlantilar_sim,ab_ürün_kayit_ve_enerji̇_eti̇keti̇_enerji_sınıfı,ab_ürün_kayit_ve_enerji̇_eti̇keti̇_şarj_sonrası_pil_süresi,ab_ürün_kayit_ve_enerji̇_eti̇keti̇_düşme_direnci_sınıfı,ab_ürün_kayit_ve_enerji̇_eti̇keti̇_onarılabilirlik_sınıfı,ab_ürün_kayit_ve_enerji̇_eti̇keti̇_şarj_döngü_sayısı_ab,ab_ürün_kayit_ve_enerji̇_eti̇keti̇_suya_ya_da_toza_direnç_sınıfı,temel_bi̇lgi̇ler_çıkış_yılı,temel_bi̇lgi̇ler_duyurulma_tarihi,temel_bi̇lgi̇ler_seri,temel_bi̇lgi̇ler_alt_seri,kamera_odak_uzaklığı,kamera_kamera_sensör_boyutu,kamera_i̇kinci_ön_kamera,kamera_i̇kinci_ön_kamera_özellikleri,kamera_dxomark_camera_v6,temel_donanim_gpu_frekansı,temel_donanim_antutu_puanı_v11,temel_donanim_ram_tipi,temel_donanim_diğer_bellek_ram_seçenekleri,i̇şleti̇m_si̇stemi̇_kullanıcı_arayüzü,i̇şleti̇m_si̇stemi̇_lansman_arayüz_versiyonu,kablosuz_bağlantilar_bluetooth_özellikleri,özelli̇kler_parmak_izi_okuyucu_özellikleri,temel_bi̇lgi̇ler_kullanım_kılavuzu,batarya_şarj_süresi_üretici_verisi,batarya_şarj_döngü_sayısı_üretici,kamera_ön_kamera_sensör_boyutu,temel_donanim_2._yardımcı_i̇şlemci,temel_donanim_dahili_depolama_biçimi,ağ_bağlantilari_2g_frekansları,ağ_bağlantilari_3g_frekansları,ağ_bağlantilari_4g_frekansları,i̇şleti̇m_si̇stemi̇_yükseltilebilir_versiyon,batarya_müzik_oynatma,kamera_dxomark_camera_v5,temel_donanim_geekbench_5_single_core,temel_donanim_geekbench_5_multi_core,kamera_dördüncü_arka_kamera,kamera_dördüncü_arka_kamera_çözünürlüğü,kamera_dördüncü_arka_kamera_diyafram,kamera_dördüncü_arka_kamera_özellikleri,batarya_oyun,batarya_müzik_oynatma_notu,temel_donanim_hafıza_kartı_maks._kapasitesi,tasarim_ağırlık_seçenekleri,ağ_bağlantilari_4g_i̇ndirme,ağ_bağlantilari_4g_karşıya_yükleme,ağ_bağlantilari_4g_teknolojisi,temel_bi̇lgi̇ler_çıkış_tarihi,batarya_konuşma_süresi_4g,batarya_karma_kullanım,kablosuz_bağlantilar_nfc_notu,kamera_dxomark_camera_v4,temel_donanim_antutu_puanı_v9,batarya_i̇nternet_kullanımı_wifi,batarya_i̇nternet_kullanımı_4g,temel_donanim_diğer_chipset_seçenekleri,batarya_bekleme_süresi_4g,tasarim_kalınlık_en_i̇nce_noktada,özelli̇kler_led_özelliği,kamera_diyafram_açıklığı_maks,temel_donanim_antutu_puanı_v8,temel_bi̇lgi̇ler_kullanım_amacı,temel_bi̇lgi̇ler_diğer_adları,i̇şleti̇m_si̇stemi̇_planlanan_yükseltilebilir_versiyon,ağ_bağlantilari_4g_frekansları_notu,kamera_dxomark_camera_v3,temel_donanim_antutu_puanı_v7,kablosuz_bağlantilar_nfc_özellikleri,kamera_üçüncü_arka_kamera_diyafram_maks,temel_bi̇lgi̇ler_not,ekran_i̇kinci_ekran_arka,ekran_i̇kinci_ekran_boyutu,ekran_i̇kinci_ekran_çözünürlüğü,ekran_i̇kinci_ekran_yoğunluğu,ekran_i̇kinci_ekran_özellikleri,kamera_i̇kinci_ön_kamera_çözünürlüğü,kamera_i̇kinci_ön_kamera_diyafram,tasarim_kalınlık_katlanmış_durumda,tasarim_boy_katlanmış_açılmış_durumda,tasarim_en_katlanmış_açılmış_durumda,özelli̇kler_desteklenen_aksesuarlar,batarya_konuşma_süresi_3g,batarya_bekleme_süresi_3g,temel_donanim_ram_kanalları,batarya_konuşma_süresi_2g,batarya_bekleme_süresi_2g,temel_donanim_antutu_puanı_v4,çoklu_ortam_radyo_özellikleri,temel_bi̇lgi̇ler_durum,batarya_i̇nternet_kullanımı_3g,kamera_dxomark_2017_v2,temel_donanim_kullanılabilir_boş_hafıza,çoklu_ortam_ses_çıkış_özellikleri,temel_donanim_antutu_puanı_v6,özelli̇kler_fiziksel_klavye,kamera_beşinci_arka_kamera,kamera_beşinci_arka_kamera_çözünürlüğü,kamera_beşinci_arka_kamera_diyafram,kamera_beşinci_arka_kamera_özellikleri,kamera_dxomark_eski_v1,temel_donanim_antutu_puanı_v5,çoklu_ortam_radyo_notu,ekran_üçüncü_ekran,ekran_üçüncü_ekran_boyutu,ekran_üçüncü_ekran_çözünürlüğü,ekran_üçüncü_ekran_yoğunluğu,ekran_üçüncü_ekran_özellikleri
1,Apple iPhone 17 Pro Max,https://www.epey.com/akilli-telefonlar/apple-iphone-17-pro-max.html,106999.0,90.0,6.9 İnç,OLED,1320x2868 (FHD+) Piksel,FHD+,460 PPI,120 Hz,19.5:9,115.76 cm²,Low-Temperature Polycrystalline Oxide (LTPO) | Dolby Vision | HDR | Çizilmeye Dirençli Cam | HDR10 | Multi Touch | DCI-P3 Renk Uzayı | Oleophobic Coating | Çerçevesiz Tasarım | Sürekli Açık Ekran (Always-on Display) | Ekran İçinde Ön Kamera | HLG | Super Retina XDR Display | True Tone Ekran | 2.000.000:1 Kontrast Oranı (Tipik) | 1000 cd/m² (nit) Parlaklık | 1600 cd/m² (nit) Parlaklık (HDR) | 3000 cd/m² (nit) Parlaklık (Maks.),Corning Ceramic Shield Glass (Gen2),16 Milyon,90.83 %,4832 mAh,5088 mAh (Yalnızca eSIM),33 Saat,Çevrimiçi,USB Type-C,Lithium Ion (Li-Ion),Var,40 W,Hızlı Şarj (40W),Var,Kablosuz Hızlı Şarj | MagSafe ile Kablosuz Hızlı Şarj (30W),Yok,20 Dakikada %50 Dolum,48 MP,Var,Sensor-shift OIS,Focus Pixels Otomatik Odaklama | Portre Modu (Bokeh) | Phase Detect Auto-Focus (PDAF) | Safir Kristal Objektif Kapağı | HDR | Yapay Zeka (AI) Sahne Algılama | Live Photos | Panorama | RAW Kayıt Yapabilme | Fiziki Denklanşör Tuşu | Otomatik Odaklama | Sesli komut | Kırmızı Göz (Red-eye) Düzeltme | Dahili QR Kod Okuyucu | Makro (Macro) Çekim (2 cm) | Seri Çekim (Burst) Modu | Zamanlayıcı,LED,F1.78,2 x,2160p (Ultra HD) 4K,60 fps,Apple ProRes | Dolby Vision Kayıt | HDR | HDR (4K) | Apple Log 2 | Apple ProRes RAW | Dijital görüntü sabitleyici (EIS) | HDR (4K) 120fps | HDR (4K) 60fps | Stereo Ses Kaydı | Sürekli Otomatik Odaklama | Time-lapse (Hyperlapse) | Video Yakınlaştırma | Yavaş Çekim Video Kayıt (Slow motion video),720p @ 30fps | 1080p @ 120fps | 1080p @ 25fps | 1080p @ 30fps | 1080P @ 30fps (ProRes) | 1080p @ 60fps | 2160p @ 100fps | 2160p @ 120fps | 2160p @ 120fps (ProRes) | 2160p @ 24fps | 2160p @ 25fps | 2160p @ 30fps | 2160p @ 30fps (ProRes) | 2160p @ 60fps | 2160p @ 60fps (ProRes),1080p @ 240fps | 2160p @ 120fps,Var,48 MP,F2.8,Periscope Lens | Telephoto | Optik Zoom (4x) | Optik Görüntü Sabitleme (OIS) | Otomatik Odaklama | Phase Detect Auto-Focus (PDAF) | Hibrit Zoom (8x) | 0.7μm (1.4μm) Piksel | 40x Dijital Zoom | 100mm,Var,48 MP,F2.2,Ekstra Geniş Açı | Makro (Macro) Çekim | Otomatik Odaklama | Phase Detect Auto-Focus (PDAF) | Ekstra Geniş Açı (120°) | 13mm,18 MP,2160p (Ultra HD) 4K,60 fps,F1.9,Otomatik Odaklama | Portre Modu | TrueDepth Camera | HDR | Sanal Flaş | Video HDR Dolby Vision | Yavaş Çekim (Slow Motion) Video Kayıt | Time-lapse (Hyperlapse) | Zamanlayıcı (self-timer) | Animoji | Dijital görüntü sabitleyici (EIS) | Live Photos | Pozlama Kontrolü | Seri Çekim (Burst) Modu | Video HDR | Yüz Algılama | 1080p @ 120fps Kayıt | 2160p @ 60fps (ProRes),Apple A19 Pro,4.26 GHz,6 Çekirdek,2x 4.26 GHz,4x 2.50 GHz,64-bit,6x Apple GPU,3 nm,2.697.900 Puan,3.945 Puan,10.280 Puan,12 GB,256 GB,Yok,256/512GB/1/2TB Depolama seçeneği var,163.4 mm,78 mm,8.75 mm,231 Gram,Gümüş | Mavi (Koyu) | Turuncu,Cam,Alüminyum,Var,Var,Var,VoLTE (Voice over LTE) Desteği,Var,Var,iOS,iOS 26,Wi-Fi 7 (802.11 a/b/g/n/ac/ax/be),Dual-Band (5GHz) | VoWiFi (Wi-Fi Araması) | Thread Networking Protocol | 2X MIMO | MIMO | Wi-Fi Hotspot,Var,6.0,Yok,GPS | BDS | GLONASS | Galileo | QZSS | Dual-Frequency GPS | NavIC,Yok,Stereo | Çift Hoparlör,USB Type-C,Var,IPX8,Var,IP6X,Var,İvmeölçer | Jiroskop | Yakınlık Sensörü | Pusula | Ortam Işığı Sensörü | Barometre | LIDAR (Light Detection and Ranging) Tarayıcı | Ortam Işığı Sensörü (Arka),Yok,Yok,1.49 W/kg,1.49 W/kg,AirPlay | Apple Pay | Arttırılmış Gerçeklik (Augmented Reality-AR) Uyumu | Ceramic Shield Arka Kapak | Dolby Atmos | Ekran Yansıtma (Screen Mirroring) | Face ID | FaceTime | Gürültü Önleyici 4 Mikrofon | iCloud Drive | Kısayol Tuşu (Kişiselleştirilebilir) | MagSafe | Siri | Trafik Kazası Algılama | Ultra Geniş Bant (UWB) | Vapor-Chamber Soğutma | Yüz Tanımlama | Yüz Tanımlama (3D),SIM Çıkartma İğnesi | USB Kablosu (Type-C'den Type-C'ye),USB 3.2 Gen 2 (USB 3.1),USB Type-C,DisplayPort | Kulaklık Ses Çıkışı,Çift Hat,Dual eSIM | Dual Standby,eSIM | Nano-SIM (4FF),A,53 saat,B,C,1000 Döngü,IP68,2025,"2025, Eylül",Apple iPhone 17,Apple iPhone 17 Pro Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Honor Magic8 Pro,https://www.epey.com/akilli-telefonlar/honor-magic8-pro.html,76999.0,99.0,6.71 İnç,OLED,1256x2808 (FHD+) Piksel,FHD+,458 PPI,120 Hz,20:9,108.02 cm²,Low-Temperature Polycrystalline Oxide (LTPO) | Dolby Vision | HDR | Çizilmeye Dirençli Cam | Multi Touch | DCI-P3 Renk Uzayı | Çerçevesiz Tasarım | Sürekli Açık Ekran (Always-on Display) | Ekran İçinde Ön Kamera | HDR Vivid | 10bit Renk Derinliği | 1800 cd/m² (nit) Parlaklık (HBM) | 4320 Hz PWM Dimming | 6000 cd/m² (nit) Parlaklık (HDR),NanoCrystal Shield,1.07 Milyar,89.38 %,7100 mAh,6270 Mah. (Avrupa),,,USB Type-C,Li-ion Polymer (Li-Po),Var,100 W,Hızlı Şarj (100W),Var,Kablosuz Hızlı Şarj | Kablosuz Hızlı Şarj (80W),Yok,Silicon-carbon,50 MP,Var,,Portre Modu (Bokeh) | Phase Detect Auto-Focus (PDAF) | Color temperature sensor | Flicker Sensör | HDR | Yapay Zeka (AI) Sahne Algılama | Perde Hızı (Shutter Speed) Kontrolü | Lazer Otomatik Odaklama (Laser Auto Focus-LDAF) | Panorama | Fiziki Denklanşör Tuşu | Otomatik Odaklama | Sesli komut | Makro (Macro) Çekim (2.5 cm) | Seri Çekim (Burst) Modu | Zamanlayıcı | 2.4µm Piksel,LED,F1.6,,2160p (Ultra HD) 4K,60 fps,HDR | HDR (4K) | Dijital görüntü sabitleyici (EIS) | Portre Modu (Bokeh) | Time-lapse (Hyperlapse) | Yavaş Çekim Video Kayıt (Slow motion video) | 10-bit LOG,720p @ 30fps | 720p @ 60fps | 1080p @ 30fps | 1080p @ 60fps | 2160p @ 120fps | 2160p @ 30fps | 2160p @ 60fps,1080p @ 120fps | 1080p @ 240fps,Var,50 MP,F2.0,Ekstra Geniş Açı | Makro (Macro) Çekim | Otomatik Odaklama | Phase Detect Auto-Focus (PDAF) | Dijital görüntü sabitleyici (EIS) | Ekstra Geniş Açı (122°),Var,200 MP,F2.6,"Periscope Zoom | Telephoto | Optik Görüntü Sabitleyici (OIS) | Otomatik Odaklama | Optik Zoom (3.7x) | 1/1.4"" Sensör Boyutu | 85mm | 100x Dijital Zoom",50 MP,2160p (Ultra HD) 4K,60 fps,F2.0,Portre Modu | Sanal Flaş | Sesle Komut | Gesture Shot | Zamanlayıcı (self-timer) | Dijital görüntü sabitleyici (EIS) | Panorama Selfi | 90° Açılı | 1080p @ 60fps Kayıt,Qualcomm Snapdragon 8 Elite Gen 5,4.6 GHz,8 Çekirdek,2x 4.6 GHz,6x 3.62 GHz,64-bit,Adreno 840,3 nm,,3.665 Puan,10.795 Puan,12 GB,512 GB,Yok,256/512/1TB Depolama seçeneği var,161.15 mm,75 mm,8.32 mm,219 Gram,Siyah | Beyaz | Mavi | Sarı,,Alüminyum,Var,Var,Var,VoLTE (Voice over LTE) Desteği,Var,Var,Android,Android 16 (B),Wi-Fi 7 (802.11 a/b/g/n/ac/ax/be),3 Band (2.4/5/6GHz) | Dual-Band (5GHz) | VoWiFi (Wi-Fi Araması) | 4096 QAM | 2X MIMO | MU-MIMO | MIMO | Wi-Fi Direct | Wi-Fi Hotspot | Multi-Link Operation (MLO) | 160MHz,Var,6.0,Var,GPS | A-GPS | BDS | GLONASS | Galileo | QZSS | Dual-Frequency GPS | GPS (L1 + L5) | QZSS (L1 + L5) | BeiDou (B1I+B1C+B2a+B2b) | Galileo (E1 + E5a + E5b) | NavIC | NavIC (L1+L5),Yok,Stereo | Çift Hoparlör,USB Type-C,Var,IPX9K,Var,IP6X,Var,İvmeölçer | Jiroskop | Yakınlık Sensörü | Pusula | Ortam Işığı Sensörü,Var,,0.98 W/kg,1.29 W/kg,Air Gesture | Ekrana Çift Dokunarak Açma (KnockON) | Gürültü Önleyici 3 Mikrofon | Kablosuz Şarj Etme (5W) | Kablosuz Şarj ile Başka Cihazları Şarj Edebilme | Karanlık Mod (Dark Mode) | Kısayol Tuşu (Kişiselleştirilebilir) | Sanal RAM Artırma (12GB) | Yüz Tanımlama | Yüz Tanımlama (3D),Şeffaf Arka Kapak Kılıfı | SIM Çıkartma İğnesi | USB Güç Adaptörü (100W) | USB Kablosu,USB 3.2 Gen 1 (USB 3.0),USB Type-C,USB On-the-go (OTG) | DisplayPort | DisplayPort (1.2),Çift Hat,,eSIM | Nano-SIM (4FF),A,63 saat 53 dakika,B,B,1600 Döngü,IP68,2025,"2025, Ekim",Honor Magic,Honor Magic 8,23 mm,1/1.3 İnç,Var,TOF (Time of Flight) 3D,164 Puan,1200 MHz,3.934.300 Puan,LPDDR5X,12/16GB RAM seçeneği var,MagicOS,MagicOS 10,AAC | aptX | AptX Adaptive | aptX HD | aptX Lossless | ASHA | Auracast | LC3 | LDAC | LHDC | LHDC 5.0 | SBC,Ekran İçinde | Ultrasonic Sensör,Honor Magic8 Pro Kullanım Kılavuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Xiaomi 15T Pro,https://www.epey.com/akilli-telefonlar/xiaomi-15t-pro-512gb.html,38800.0,89.0,6.83 İnç,AMOLED,1280x2772 (FHD+) Piksel,FHD+,447 PPI,144 Hz,19.5:9,114.3 cm²,Dolby Vision | HDR | HDR10+ | Çizilmeye Dirençli Cam | HDR10 | Multi Touch | Eldiven Uyumu (GloveTouch) | DCI-P3 Renk Uzayı | Islak Parmak Algılama | Çerçevesiz Tasarım | Sürekli Açık Ekran (Always-on Display) | DC Dimming | DCI-P3 100% | Ekran İçinde Ön Kamera | 5.000.000:1 Kontrast Oranı | 12bit Renk Derinliği | 480 Hz Screen Touch Response | 600 cd/m² (nit) Parlaklık | 1800 cd/m² (nit) Parlaklık (HBM) | 2560 Hz Instant Touch Sampling Rate | 3200 cd/m² (nit) Parlaklık (Maks.),Corning Gorilla Glass 7i,68 Milyar,90.18 %,5500 mAh,,,,USB Type-C,Li-ion Polymer (Li-Po),Var,90 W,USB-PD 2.0 (Power Delivery) | USB-PD 3.0 (Power Delivery) | Hızlı Şarj (90W) | Programmable Power Supply (PPS),Var,Kablosuz Hızlı Şarj | Kablosuz Hızlı Şarj (50W),Yok,,50 MP,Var,,Portre Modu (Bokeh) | Phase Detect Auto-Focus (PDAF) | Leica Optik | Color temperature sensor | Flicker Sensör | Yapay Zeka (AI) Destekli Portre Modu | HDR | Yapay Zeka (AI) Sahne Algılama | Perde Hızı (Shutter Speed) Kontrolü | Panorama | RAW Kayıt Yapabilme | Otomatik Odaklama | Sesli komut | Dahili QR Kod Okuyucu | Leica SUMMILUX Lens | Omnivision OV50H  Sensör | Seri Çekim (Burst) Modu | Zamanlayıcı | 1.2μm (2.4μm) Piksel | 7 Elementli Lens | 85° Açılı,2 LED,F1.62,2 x,4320p (Ultra HD) 8K,30 fps,HDR | HDR (4K) | HDR10+ | Dijital görüntü sabitleyici (EIS) | Time-lapse (Hyperlapse) | Yavaş Çekim Video Kayıt (Slow motion video) | 10-bit LOG,720p @ 30fps | 1080p @ 30fps | 1080p @ 60fps | 2160p @ 120fps | 2160p @ 30fps | 2160p @ 60fps | 4320p @ 30fps,720p @ 120fps | 720p @ 240fps | 720p @ 960fps | 1080p @ 120fps | 1080p @ 240fps | 1080p @ 960fps,Var,12 MP,F2.2,Ekstra Geniş Açı | Ekstra Geniş Açı (120°) | Omnivision OV13B Sensör | 1/3.06 Sensör Boyutu | 1.12μm Piksel | 5 Elementli Lens | 15mm,Var,50 MP,F3.0,"Telephoto | Optik Görüntü Sabitleyici (OIS) | Otomatik Odaklama | Phase Detect Auto-Focus (PDAF) | Dijital görüntü sabitleyici (EIS) | HDR | Hibrit Zoom (10x) | Optik Zoom (5x) | Samsung ISOCELL JN5 Sensör | 0.64μm Piksel Boyutu | 1/2.75"" Sensör Boyutu | 4 Elementli Lens | 21° Açılı | 100x Dijital Zoom | 115mm",32 MP,2160p (Ultra HD) 4K,30 fps,F2.2,Portre Modu | HDR10+ | HDR | Sanal Flaş | Sesle Komut | Yavaş Çekim (Slow Motion) Video Kayıt | Gesture Shot | Time-lapse (Hyperlapse) | Zamanlayıcı (self-timer) | Dijital görüntü sabitleyici (EIS) | Seri Çekim (Burst) Modu | Video HDR | 0.64μm (1.28μm) Piksel | 4 Elementli Lens | 21mm | 1080p @ 60fps Kayıt,MediaTek Dimensity 9400+,3.73 GHz,8 Çekirdek,1x 3.73 GHz ARM Cortex-X925,3x 3.3 GHz ARM Cortex-X4,64-bit,Immortalis-G925 MC12,3 nm,2.393.700 Puan,2.730 Puan,8.630 Puan,12 GB,512 GB,Yok,256/512GB/1TB Depolama seçeneği var,162.7 mm,77.9 mm,7.96 mm,210 Gram,Siyah | Altın | Gri,Fiberglass,Alüminyum,Var,Var,Var,VoLTE (Voice over LTE) Desteği,Var,Var,Android,Android 15 (V),Wi-Fi 7 (802.11 a/b/g/n/ac/ax/be),3 Band (2.4/5/6GHz) | Dual-Band (5GHz) | VoWiFi (Wi-Fi Araması) | Wi-Fi Display | 2X MIMO | MU-MIMO | MIMO | Wi-Fi Direct | Wi-Fi Hotspot | MiraCast | Multi-Link Operation (MLO),Var,6.0,Var,GPS | A-GPS | BDS | GLONASS | Galileo | QZSS | Dual-Frequency GPS | GPS (L1 + L5) | QZSS (L1 + L5) | Galileo (E1 + E5a + E5b) | NavIC,Yok,Stereo | Çift Hoparlör,USB Type-C,Var,IPX8,Var,IP6X,Var,İvmeölçer | Jiroskop | Yakınlık Sensörü | Pusula | Ortam Işığı Sensörü,Var,Yok,0.989 W/kg,0.994 W/kg,Dolby Atmos | Ekran Yansıtma (Screen Mirroring) | Ekrana Çift Dokunarak Açma (KnockON) | Gürültü Önleyici 3 Mikrofon | Hi-Res Audio Sertifikası | HWA (Hi-Res Wireless Audio) | Karanlık Mod (Dark Mode) | Sanal RAM Artırma (12GB) | Tek Elde Kullanım Modu | Ters Şarj (5W) | Yüz Tanımlama | 3D IceLoop Soğutma | 5 Yıl Güncelleme Garantisi | 6 Yıl Güvenlik Güncellemesi Garantisi,Arka Kapak Kılıfı | SIM Çıkartma İğnesi | USB Güç Adaptörü (90W) | USB Kablosu,2.0,USB Type-C,USB On-the-go (OTG),Çift Hat,,eSIM | Nano-SIM (4FF),A,57 saat 43 dakika,A,C,1600 Döngü,IP68,2025,"2025, Eylül",Xiaomi 15,Xiaomi 15T,23 mm,1/1.31 İnç,,,149 Puan,,2.983.000 Puan,LPDDR5X,,HyperOS,HyperOS 2.0,AAC | aptX | ASHA | Auracast | Dual-Bluetooth | LC3 | LDAC | LHDC | LHDC 5.0 | MIHC | SBC,Ekran İçinde,,36 Dakika,1600 Döngü,1/3.42 İnç,4x 2.4 GHz ARM Cortex-A720,UFS 4.1,850 MHz900 MHz1800 MHz1900 MHz,(band 19) MHz800 (band 6) MHz850 (band 5) MHz900 (band 8) MHz1700 (band 4) MHz1900 (band 2) MHz2100 (band 1) MHz,600 (band 71) MHz | 700 (band 12) MHz | 700 (band 13) MHz | 700 (band 17) MHz | 700 (band 28) MHz | 800 (band 18) MHz | 800 (band 19) MHz | 800 (band 20) MHz | 850 (band 26) MHz | 850 (band 5) MHz | 900 (band 8) MHz | 1500 (band 32) MHz | 1700 (band 66) MHz | 1700/2100 (band 4) MHz | 1800 (band 3) MHz | 1900 (band 2) MHz | 1900 (band 25) MHz | 2100 (band 1) MHz | 2600 (band 7) MHz,Android 16 (B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
